193,139,251,163,0.778488
192,138,251,162,0.998608
192,139,251,163,1.000000
193,139,252,163,0.766123
193,139,251,163,1.000000
194,140,252,164,0.898924
190,139,248,163,0.950688
190,140,248,164,0.680571
189,140,247,164,0.852288
187,141,245,164,0.752265
185,140,243,163,0.803383
181,141,239,164,0.938141
179,141,237,165,-0.000007
176,141,235,165,0.904339
174,142,232,165,0.877809
174,141,231,164,0.879812
171,142,229,165,-0.000007
169,141,227,164,0.220584
167,141,226,164,0.218334
165,141,224,164,1.000000
162,141,222,164,-0.000007
160,141,219,164,0.220937
157,140,216,163,0.214620
155,141,214,164,0.205098
152,140,211,163,0.850725
149,141,208,164,-0.000007
147,142,205,165,0.354761
146,142,205,165,0.913653
143,143,201,166,1.000000
141,143,199,166,-0.000006
138,143,196,166,0.689237
136,144,194,167,0.827066
134,143,193,166,0.353802
132,144,191,167,-0.000006
130,143,189,166,0.966987
127,143,186,166,1.000000
122,143,182,166,0.884623
121,142,181,165,0.843501
118,143,179,166,0.655447
115,142,176,165,0.650650
114,143,175,166,0.655308
110,143,171,166,0.760249
111,143,170,166,-0.000006
106,143,166,166,-0.000008
104,143,165,166,0.562408
100,145,160,168,-0.000008
97,144,156,167,0.220514
95,145,155,168,-0.000006
92,144,151,167,0.815130
91,144,150,167,0.943897
88,145,146,168,1.000000
86,144,144,167,0.852228
86,145,143,168,-0.000006
78,145,137,169,-0.000007
76,145,135,169,-0.000007
75,146,132,169,-0.000007
72,146,130,169,1.000000
70,146,129,169,-0.000006
67,146,126,169,-0.000006
64,145,124,168,0.947377
62,147,122,170,0.855211
58,146,118,169,0.222473
58,146,117,169,1.000000
56,146,116,169,-0.000007
56,146,115,169,-0.000008
54,146,113,169,0.836225
51,146,110,169,0.842754
47,145,106,168,0.897917
47,144,106,167,-0.000004
44,144,102,167,1.000000
42,143,101,166,1.000000
39,143,98,166,0.863437
37,142,96,165,0.216608
35,140,94,163,-0.000006
33,140,92,163,0.798788
30,139,89,162,1.000000
28,138,87,161,1.000000
28,137,86,160,0.803243
29,136,88,160,-0.000007
29,135,88,159,0.893540
31,134,88,157,-0.000007
33,132,91,155,-0.000008
34,130,91,153,-0.000007
35,129,92,152,1.000000
36,126,94,150,-0.000013
38,125,96,149,0.229684
37,124,95,148,0.226494
40,122,96,145,1.000000
39,122,96,145,-0.000007
39,121,95,144,0.662687
41,121,98,144,-0.000008
41,122,98,145,-0.000007
42,121,99,144,1.000000
44,122,99,144,0.722220
43,121,100,144,0.936992
43,121,100,144,-0.000007
43,122,101,145,-0.000007
42,122,101,145,1.000000
45,124,103,147,1.000000
44,124,103,147,-0.000006
46,125,104,148,-0.000011
46,127,104,150,-0.000012
47,128,105,151,-0.000006
49,130,107,153,1.000000
48,131,107,154,-0.000011
50,133,109,156,-0.000006
49,134,108,157,1.000000
51,134,109,157,0.225422
53,136,111,159,1.000000
53,137,111,160,0.909207
57,138,114,161,1.000000
56,138,114,161,0.885773
57,139,116,162,-0.000008
57,140,116,163,-0.000006
57,141,116,164,-0.000007
58,142,117,165,-0.000006
60,144,119,167,-0.000008
61,145,119,168,1.000000
63,147,121,170,-0.000006
61,148,120,171,1.000000
63,149,122,172,1.000000
65,150,124,173,-0.000005
67,150,126,173,1.000000
68,151,129,175,-0.000006
68,152,129,176,0.378720
70,153,131,177,0.953475
71,153,132,177,-0.000007
72,156,133,180,-0.000007
73,157,134,181,0.226216
74,157,136,182,0.387167
75,158,136,183,-0.000008
77,159,138,184,0.384460
79,161,140,186,-0.000009
81,162,141,186,-0.000016
82,163,142,187,0.302667
76,163,145,191,0.562050
78,163,147,191,0.580248
78,165,145,192,-0.000012
80,166,145,192,-0.000009
84,168,147,193,1.000000
85,170,146,195,0.211068
88,169,144,191,0.666357
89,170,146,192,0.626373
90,170,148,192,0.613316
92,171,150,193,-0.000013
93,171,151,193,0.412137
NaN,NaN,NaN,NaN,NaN
97,177,157,201,0.189853
109,178,167,201,-0.000021
120,181,174,202,0.436969
121,181,175,202,-0.000156
126,184,173,202,0.333426
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
111,159,171,183,0.705189
107,157,169,182,0.205059
105,157,167,182,0.640661
103,156,165,181,0.831838
105,155,166,180,0.358750
104,154,165,179,1.000000
104,153,165,178,0.792742
103,152,164,177,0.213550
99,151,161,176,-0.000007
100,150,162,175,1.000000
99,150,161,175,-0.000007
95,149,156,174,1.000000
95,148,156,173,-0.000008
93,147,153,171,-0.000009
